"Fireplace_Binary","Price","SquareFootage","NumBathrooms","NumBedrooms","PropertyTaxRate","RenovationQuality","LocalAmenities","HouseColor","Floors","IsLuxury"
0,186211.2944,550,2.308625151,3,1.19,"4.58",1.87,"Blue",1,0
0,257522.3403,1722.27,1,3,1.53,"5.26",3.43,"Blue",2,0
1,254143.551,1040.24,2.782907169,3,1.43,"3.21",2.87,"Green",1,1
0,218414.7041,1303.03,1.482595995,2,0.62,"3.07",4.21,"Blue",1,0
0,215469.7393,1429.28,2.082259354,2,1.65,"1.56",6.72,"Yellow",1,0
1,268007.5101,784.56,2.075916165,4,1.19,"7.62",9.81,"Red",1,0
1,114167.367,816.02,2.060835151,1,0.99,"3.74",4.25,"Green",1,0
0,122939.5759,550,1.224968394,2,1.15,"4.33",3.47,"White",1,1
1,202699.6241,550,1.355317906,3,1.5,"3.54",5.95,"Green",1,0
0,249025.7814,1573.38,1.672715681,2,0.62,"5.33",7.17,"Yellow",1,0
0,262745.4824,793.69,1.971337948,3,1.06,"7.44",1.15,"Red",1,0
1,196293.8327,911.36,1.62837391,3,1.41,"6.2",2.04,"White",1,0
1,171185.4905,550,1.79372707,2,2.1,"4.34",7.72,"Yellow",1,0
0,145990.4461,550,3.159740731,1,1.75,"1.77",8.24,"White",1,0
0,271802.8822,1811.78,1.190795811,4,1.27,"5.88",10,"Blue",1,0
0,166450.4353,975.15,1.878177558,1,2.09,"4.68",10,"Red",2,1
1,262803.5963,906.8,2.024026542,4,2.02,"1.91",2.11,"White",2,0
0,171463.446,1315.31,1,3,2.05,"4.35",0.69,"Yellow",1,0
0,194015.63,1348.9,1,2,1.76,"5.14",8.63,"Blue",1,0
0,182488.3861,1348.31,1,2,2.09,"2.92",6.6,"Red",1,0
0,99790.47713,738.76,2.216245713,1,1.86,"6.25",1.97,"Green",1,1
0,189257.8577,717.52,1,3,2.15,"1.9",5.78,"Blue",1,0
1,171058.31,628.51,3.748410855,2,1.82,"4.53",3.85,"Blue",2,0
0,262885.2504,926.39,2.079685221,2,1.61,"3.86",10,"White",1,0
1,218544.7836,550,1.308161431,3,1.61,"6.49",3.79,"Green",1,0
0,213676.0506,777.79,1.845053485,3,1.63,"5.06",6.46,"Green",1,1
1,184235.5417,1028.46,1,3,2.44,"6.35",7.02,"White",1,0
1,167842.3834,1184.42,1.03613066,2,2.05,"0.35",10,"White",1,1
0,153829.4032,731.64,1,3,2.28,"3.71",7.99,"White",1,0
0,196204.535,909.16,1.082539977,3,1.58,"4.78",3.18,"Yellow",2,0
0,276852.617,1345.45,1,3,1.4,"6.91",8.58,"Green",1,0
0,154933.1427,559.06,1,1,0.89,"2.68",3.56,"Yellow",1,1
1,199614.6079,559.86,3.413926273,3,0.53,"3.96",7.7,"Green",2,0
0,151346.0076,550,1,2,1.42,"3.53",8.5,"White",1,0
1,277576.4536,1232.47,3.687720556,2,2.01,"3.66",4.25,"Yellow",2,0
0,125908.1015,550,2.699495232,2,1.51,"6.65",2.49,"Green",1,0
0,214596.5987,1204.99,1.428341872,2,2.24,"6.09",7.08,"Red",1,0
1,194450.1547,1085.44,2.236150281,3,2.39,"6.94",5.61,"Green",1,0
1,145605.9049,550,1,2,1.72,"5.13",7.03,"Blue",1,1
0,116627.4035,919.69,1.464331369,2,1.22,"5.41",3.6,"White",1,0
0,127841.1119,1074.68,1.434169824,2,2.06,"4.98",6.03,"Blue",1,0
0,159265.5551,1070.92,1,3,1.35,"5.2",7.93,"Green",1,0
0,171908.0275,613.5,1,3,0.9,"5.55",1.27,"Blue",1,0
0,199859.2865,1210.02,1,2,1.36,"4.94",4.93,"Red",1,0
0,206938.7614,550,3.16977183,4,2.4,"4.23",1.92,"Blue",1,0
0,203330.5476,800.65,1.220462418,2,2.16,"3.23",7.01,"Green",1,0
0,269865.6223,1220.89,1.685337279,4,1.71,"3.19",7.26,"Blue",1,1
1,238916.7137,550,1.734906141,5,0.46,"5.77",6.66,"Green",2,0
1,253671.3641,794.16,4.136736456,3,1.54,"4.99",2.02,"Yellow",1,0
0,224003.9849,1452.7,1.77248323,3,2.59,"7.83",9.59,"Red",1,0
1,162064.0187,550,1.380551244,4,1.89,"4.02",8.45,"Yellow",1,0
0,156171.1634,550,1.996248608,3,1.54,"5.58",9.87,"Yellow",1,0
0,245731.7371,1188.92,3.7371569,1,2.05,"3.79",3.47,"White",1,0
0,121579.7368,612.23,2.101831983,2,2.11,"1.61",4.21,"Green",1,0
0,189418.2463,810.55,1,3,0.79,"2.73",6.57,"Blue",1,0
0,188197.7996,1012.32,1,4,1.27,"4.96",4.86,"Blue",1,1
0,139960.6686,829.94,1,2,0.65,"6.37",2.45,"Yellow",1,0
0,160967.1899,550,1,2,2.14,"3.68",6.48,"Red",1,1
0,216085.2785,1028.21,2.529603436,2,1.72,"2.3",4.81,"White",1,0
0,167602.6345,775.79,1,3,0.55,"6.07",10,"Red",1,0
0,246476.0065,1526.32,2.744059964,3,1.42,"6.46",7.12,"Green",1,0
0,242504.056,550,3.679332884,4,2.13,"4.5",8.44,"Red",2,0
1,277856.4616,1532.21,1.581607272,1,1.93,"4.29",6.68,"Yellow",1,0
0,255378.1812,1288.26,3.830761973,3,1.35,"5.29",3.96,"Yellow",1,0
0,262237.5917,823.84,4.10201549,2,1.7,"6.45",8.73,"White",1,0
1,168172.0172,550,1,3,1.43,"3.4",3.92,"Green",1,0
0,207916.0652,735.48,1,3,1.07,"4.38",5.06,"Red",2,0
1,260260.6374,857.2,2.327397291,3,0.97,"4.03",4.25,"Blue",1,0
0,160457.3193,550,1,3,2.61,"2.45",3.44,"Red",1,0
1,90122.38554,550,1,3,1.88,"3.12",4.31,"Red",2,0
0,202882.9458,822.69,2.370750446,4,1.99,"4.37",4.94,"White",1,0
1,118991.8266,748.2,1,2,1.86,"4.53",9.63,"Blue",1,0
1,190496.3225,1031.39,2.252930749,3,1.63,"3.36",5.93,"White",1,0
0,208095.515,752.32,2.453775853,2,0.93,"3.81",4.66,"Yellow",1,1
0,232294.7133,2013.34,1.641978505,2,1.12,"2.59",7.07,"Green",1,0
0,261807.1939,1954.21,1,2,1.51,"6.45",10,"Green",2,0
0,165809.6323,854.64,1.573129987,3,1.29,"3.28",3.5,"Yellow",2,0
1,225008.3958,1215.8,1,3,1.14,"5.94",7.7,"Green",1,0
0,223963.9275,1094.72,1.379770353,5,1.86,"3.05",0.3,"White",1,0
0,140708.0612,550,1,3,1.2,"6.89",9.28,"Red",1,0
0,257093.7751,1258.17,1.953138383,4,1.62,"3.18",2.45,"Green",1,0
0,153280.776,1536.79,1,1,1.88,"3.97",0.77,"Yellow",2,0
1,186234.3612,1215.85,1.367049368,3,1.16,"5.79",3.94,"Blue",1,0
1,248450.0784,1008.55,2.772114469,3,1.38,"7.52",8.14,"White",1,0
1,214792.7871,550,3.818378675,2,0.56,"3.34",6.18,"Red",1,0
1,267385.6889,718.96,3.835479015,3,1.17,"5.52",9.14,"Yellow",2,1
1,247234.9113,550,1.697980915,3,2.68,"2.91",6.65,"Yellow",1,0
0,254894.2626,966.69,1.256991893,4,1.41,"4.99",1.96,"Yellow",1,0
0,105457.0652,550,1,4,1.82,"3.21",7.65,"Yellow",1,0
1,277242.4891,828.63,3.500730797,3,1.35,"7.06",7.28,"White",1,0
0,220116.8995,1510.32,2.480108729,3,2,"2.58",2.49,"Yellow",1,0
0,146631.3669,550,1.515512591,2,1.11,"1.63",2.41,"Blue",2,0
0,120515.0697,928.34,1.952926081,2,1.37,"4.15",4.83,"Green",1,1
1,98378.32224,844.84,1.611118351,3,1.48,"3.67",6.47,"Blue",2,0
0,136794.6888,967.81,1,4,2.24,"7.61",7.84,"Blue",1,0
0,149402.0683,1610.1,1.343067628,1,1.81,"5.64",4.54,"White",1,0
0,242000.4016,1420.82,1,2,0.7,"3.51",4.17,"Red",1,0
0,175066.0783,692.27,2.547622191,2,2.02,"2.66",5.72,"Blue",1,0
0,206800.5647,1331.31,1,4,1.35,"5.39",4.42,"Yellow",1,0
0,208616.2079,1051.87,2.010965531,3,2.72,"6.66",10,"Red",2,0
0,197930.0233,765.15,1,4,1.82,"4.3",4.75,"White",1,0
0,225568.9205,586.83,3.646534743,3,2.44,"5.44",9.67,"Green",1,0
0,95779.76584,550,1.094424658,4,1.65,"4.26",4.62,"White",1,1
0,245648.5235,1252.06,2.050969567,2,0.86,"7.3",9.76,"Blue",1,0
0,234615.5798,1129.07,1.349067904,3,0.85,"0.21",5.44,"Yellow",1,0
1,191792.6936,1396.28,1,3,1.82,"5.15",4.85,"Red",1,0
0,184064.8596,550,1.588792207,5,1.34,"4.06",5.45,"Blue",1,0
1,118420.3323,550,2.34173681,3,1.47,"2.79",5.39,"Yellow",1,0
1,229853.3099,550,1,1,2.14,"0.69",5.23,"Red",1,1
0,132861.8451,701.27,1.318978184,3,1.12,"8.49",5.54,"Blue",1,0
0,143168.2995,754.91,1,2,1.39,"5.98",9.98,"Red",1,0
0,157016.0229,707.44,1.605460192,3,1.64,"3.34",1.12,"Blue",1,0
0,108413.2684,550,1,2,1.97,"4.15",2.59,"Green",2,0
0,224401.1229,1125.41,2.621853509,2,1.45,"6.12",7.38,"White",1,0
0,214089.6239,968.74,2.406639445,2,1.27,"4.86",8.85,"White",1,0
0,107724.4395,555.25,1.674394065,2,2.66,"3.63",4.37,"Blue",1,0
0,214955.9156,1027.76,1,4,1.05,"4.41",3.31,"Blue",1,1
0,108336.1425,860.71,1,1,1.27,"2.79",0.12,"Yellow",1,0
0,131753.1986,639.73,3.408042138,1,1.78,"1.95",1.71,"Yellow",1,0
0,165834.1971,875.41,1.236400212,4,1.66,"1.62",4.25,"Yellow",1,0
0,265244.4909,1092.04,1.879104679,2,1.36,"5.72",3.93,"Yellow",1,0
0,233473.433,1352.46,1.689377334,2,0.86,"5.87",3.05,"Blue",1,0
0,276095.139,1176.45,1.830558165,4,1.62,"3.6",6.68,"White",2,1
0,276584.3605,550,2.010068151,4,1.75,"4.12",9.35,"White",1,0
0,196709.0234,815.38,1.784138127,2,1.49,"3.6",4.09,"White",1,0
0,140569.2476,550,2.979532078,4,1.6,"3.98",8.74,"White",1,1
1,182808.4471,615.46,1.285770194,3,2.13,"3.83",0.05,"Blue",1,1
0,241041.2506,1154.99,3.00564649,3,1.7,"5.38",5.94,"Green",1,0
0,169045.8255,592.53,1.824204056,3,1.88,"4.69",8.87,"Blue",1,0
0,193579.1699,1165.33,1.678559823,2,1.89,"6.11",4.05,"White",1,0
1,108024.4623,550,2.478040311,1,1.78,"4.13",9.71,"Green",1,0
0,152467.1669,550,1.438215632,3,1.86,"1.31",10,"White",1,0
0,239641.2752,553.63,1.615838061,2,1.24,"0.24",8.72,"Yellow",1,0
1,102050.3585,550,1.096762423,3,1.27,"5.82",2.47,"Green",1,0
0,176840.4863,550,2.617000348,3,1.22,"5.95",5.55,"White",1,0
0,104494.0941,550,1,3,2.09,"2.07",7.86,"White",1,0
0,277934.3181,1049.26,1.785673467,4,1.6,"4.9",2.64,"Blue",1,0
0,242090.3177,1567.09,2.47389699,2,1.92,"6.96",5.27,"Red",1,0
0,252379.5882,1269.27,2.224384095,3,2.26,"6.71",4.62,"Red",1,0
1,268339.2621,659.38,4.124479716,3,0.78,"6.31",7.14,"White",2,0
0,164510.3087,579.63,2.712549139,1,0.83,"2.5",4.71,"White",1,0
0,190229.8273,550,1,4,1.43,"4.85",6.16,"Green",1,0
0,186119.9462,778.73,2.060170263,2,0.73,"2.9",4.21,"Yellow",1,1
0,191978.5615,550,2.859520907,4,1.66,"5.02",4.62,"Red",1,0
0,169245.1904,550,1.874792974,2,1.43,"5.52",6.43,"Yellow",1,0
1,201087.8037,1003.05,1.774777664,3,1.95,"5.51",4.98,"White",1,0
0,106891.317,937.62,1,2,2.18,"2.76",7.76,"Yellow",1,0
1,156320.3125,550,1.123399606,5,1.18,"1.93",9.44,"Yellow",1,0
0,170832.8612,1774.77,1.63161423,1,1.06,"1.71",8.69,"White",1,0
0,211981.4799,1186.46,2.038321832,1,2.15,"4.34",5.88,"White",1,0
0,207975.2291,558,1.268428011,4,1.15,"6.11",4.16,"Yellow",1,0
1,138315.1695,550,1.769757217,2,2.06,"3.41",2.26,"Red",1,0
0,127273.3566,554.26,1.744198139,2,2.01,"2.65",1.61,"Yellow",2,0
0,174009.5459,550,1.11846894,1,1.84,"1.36",4.46,"Yellow",1,0
0,162547.0472,550,1,2,1.09,"3.54",2.7,"Red",1,0
0,239669.8073,1161.42,2.609613824,3,2.29,"5.08",10,"Blue",1,1
1,189162.786,550,2.087067938,4,1.4,"3.83",7.82,"Blue",2,0
0,177518.1051,973.81,1,3,1.42,"4.92",6.08,"Red",1,0
0,123457.3985,550,1.678159447,2,1.82,"2.33",2.16,"Yellow",1,0
0,167505.027,550,2.023009426,1,1.27,"0.16",6.58,"Yellow",1,0
0,192649.9063,550,3.220646562,3,2.03,"4.98",3.75,"Red",1,1
0,201706.6066,1109.35,1,2,1.59,"7.54",4.84,"Red",1,0
0,161611.813,550,1.561327108,3,1.16,"4.77",7.05,"Red",2,0
0,278318.661,1226.9,2.41369557,4,1.66,"7.27",5.51,"Red",2,0
1,144004.2554,914.2,1.975561616,3,1.61,"4.93",1.54,"Yellow",1,0
0,169795.2958,550,1.065003381,2,2.42,"4.02",6.22,"White",1,0
1,108684.8082,1070.82,1.554854041,3,0.9,"3.26",5.77,"Red",2,0
1,111689.8093,550,2.029250434,2,1.07,"2.23",1.81,"White",1,0
0,272714.9805,1271.3,1.070327766,3,2.32,"0.97",1.76,"Green",1,0
1,185708.2598,550.67,2.732691674,3,1.83,"4.35",4.26,"Green",1,0
1,155192.2549,550,1,2,1.61,"3",6.3,"Yellow",2,0
0,133886.6698,740.88,1,1,1.82,"2.96",4.2,"Yellow",2,0
0,166949.991,1209.1,1.965199082,1,2.24,"4.52",8.94,"Blue",1,0
0,246774.391,758.5,2.995900957,2,1.55,"6.75",1.09,"Green",1,0
1,256372.5145,902.24,2.435445229,4,1.72,"5.38",0.88,"Yellow",1,0
0,264419.6829,707.65,2.453391282,3,1.71,"7.82",5.62,"Red",2,0
0,165098.0202,1577.81,1.293779732,2,2.18,"3.72",5.35,"Yellow",1,0
0,101913.16,550,1.41055593,1,1.03,"3.19",9.33,"White",1,0
0,236584.1873,964.97,1.54603265,3,1.35,"5.1",8.76,"Green",1,1
1,98235.07669,1033.23,1.063519303,2,1.08,"0.74",6.61,"Red",1,0
1,205821.4283,861.54,1,2,0.96,"3.98",5.91,"Blue",1,1
0,213545.5455,550,1.597603235,1,1.57,"3.19",1.8,"Red",2,0
0,166006.2892,869.37,1.326361307,4,1.28,"3.93",7.28,"Red",1,0
0,115585.1555,550,1,2,1.74,"5.13",10,"Red",1,0
0,258582.6683,971.55,1.287436442,3,1.89,"6.62",8.73,"Green",1,0
1,172462.7609,550,1.738383923,4,1.85,"2.53",4.2,"Yellow",1,0
0,264221.5762,1493.17,1.970040899,4,1.65,"7.57",8.29,"White",1,0
0,179268.8229,554.01,1,4,1.47,"4.49",4.25,"White",1,0
1,119043.1142,1328.73,1,2,1.94,"1.85",5.56,"Yellow",1,0
0,98839.17831,878.12,1,2,2.05,"2.67",0.19,"White",1,0
0,173076.6515,793.9,2.417047533,3,1.19,"7.94",4.51,"White",1,0
0,173992.9114,550,2.99403881,2,2.18,"4.93",8.07,"White",2,0
0,122433.8106,550,2.199335996,2,1.92,"4.92",1.21,"Yellow",1,0
1,124550.5489,729.98,1,2,1.15,"2.57",5.04,"White",1,0
0,219732.3079,829.94,3.300679922,2,1.16,"4.5",4.98,"Green",2,0
0,139805.9189,550,2.109247731,1,1.8,"5.06",4.42,"White",2,0
0,153304.2906,1032.08,1.118297751,2,1.58,"0.27",0.67,"Yellow",1,0
0,264253.4463,964.89,2.506289425,1,1.62,"6.21",4.33,"Green",1,0
0,218158.7308,1063.97,2.723932007,2,1.87,"3.83",4.37,"Blue",1,0
1,276857.2141,1302.95,2.090411005,3,1.32,"6.72",7.18,"Red",1,0
0,156166.44,550,1.918061204,2,1.55,"3.61",7.94,"Blue",1,0
0,264995.9968,1768.98,1.186842402,2,0.78,"3.95",2.67,"Yellow",1,0
0,261105.2347,952.05,2.699239026,3,2.28,"4.3",0.35,"Blue",1,0
0,120656.4199,550,1.292995806,2,1.43,"3.39",8.84,"White",1,0
1,206005.8,1154.18,1.852759107,3,1.11,"5.75",4.46,"Red",1,1
0,141305.0162,550,2.599736227,2,2.27,"3.62",0.06,"Blue",1,0
0,104494.1398,550,1,3,2.96,"4.42",8.01,"White",1,1
0,252873.0692,1435.02,1.117874516,2,2.37,"5.22",2.33,"Yellow",1,0
0,102297.5218,555.51,1,2,1.38,"6.04",7.68,"Red",1,0
0,179602.2797,852.56,1.43561462,2,1.61,"3.79",10,"Yellow",1,0
1,205391.0143,828.57,1,3,1.25,"5.59",3.62,"Blue",2,0
1,197633.9779,1198.14,1.748330239,1,1.65,"5.89",7.44,"White",1,0
0,159697.2896,550,1,3,1.09,"4.94",7.03,"Green",2,0
0,192476.3192,1027.64,1.375699895,3,1.81,"3.6",3.63,"Yellow",1,0
0,155158.3258,690.99,1.46104633,2,1.24,"0.75",2.22,"Blue",1,1
0,113736.8159,550,1.125038677,3,1.85,"3.88",0.22,"Blue",1,0
0,171418.0448,1272.98,1,1,1.99,"2.58",2.82,"White",2,0
0,170322.2309,1045.36,1,3,1.85,"5.22",2.17,"Green",1,1
0,210535.6385,1089.42,1,3,1.61,"1.9",3.74,"Green",1,1
0,87553.43304,921.39,1,2,1.62,"4.28",10,"Blue",1,1
0,222574.6101,550,1.934346444,4,1.11,"3.16",4.55,"Blue",1,0
1,183678.3238,550,2.560982423,3,1.65,"4.55",6.26,"Yellow",1,0
0,200241.5569,1374.7,1.524770356,3,1.52,"3.34",0.49,"Yellow",1,0
1,135570.1211,1205.53,1.087794174,3,0.93,"5.12",2.23,"Red",1,0
0,138465.3329,837.37,1,4,1.63,"2.77",10,"Blue",1,0
0,143197.3936,1225.68,1.857548259,2,0.92,"2.79",3.71,"White",1,0
0,246115.9006,1431.88,1.659852409,3,2.12,"6.55",6.04,"Red",1,1
0,136573.2213,550,1.974097959,2,2.2,"7.25",4.4,"Blue",2,0
0,119060.3116,910.01,1.37059736,2,1.07,"4.47",7.44,"Yellow",1,0
0,257261.2663,863.89,1.113426002,4,1.02,"6.57",7.6,"Blue",1,0
1,188525.5716,986.38,1,2,0.27,"5.09",4.94,"Yellow",1,0
1,190469.5938,550,1,1,1.72,"0.39",2.09,"White",1,0
1,219115.0432,946.99,1.227902599,3,0.72,"4.68",4.62,"Blue",2,0
1,267076.1749,550,1,4,1.06,"4.2",7.73,"Green",1,0
1,118334.6332,550,1.789850862,3,1.88,"4.53",7.93,"Green",1,0
0,261716.701,550,1.097832252,4,1.66,"6",10,"Yellow",2,1
0,259757.602,1316.69,1.938191011,4,0.93,"4.83",5.73,"Green",1,0
0,105789.8119,1456.98,1,2,1.03,"1.04",5.57,"Yellow",1,1
0,93883.51932,550,1,3,2.21,"3.58",1.76,"Yellow",1,0
0,93963.58358,550,1.678418426,3,0.99,"4.4",0.06,"Blue",1,1
0,165856.2941,1209.92,1,3,2.67,"4.32",3.25,"Blue",1,1
0,170926.4381,1246.47,2.16534028,2,2.1,"4.34",5.39,"White",2,0
0,211546.9364,600.98,2.060786157,3,1.39,"5.33",3.49,"Red",1,0
0,165611.8879,587.12,1.976201942,2,1.1,"3.24",8.96,"Red",1,0
0,264770.1768,1613.59,1,3,1.52,"7.32",8.51,"Red",1,0
0,112980.7449,550,2.512069753,3,1.73,"3.8",8.28,"Blue",1,0
0,237627.2881,1774.66,1.633998293,3,1.86,"4.79",1.66,"Yellow",1,0
0,244766.5398,1574.03,1,3,1.51,"6.87",5.98,"Red",1,0
0,176480.6397,644.91,1.315040488,1,2.41,"0.25",5.74,"Green",1,0
0,103526.004,550,1,3,1.02,"3.21",6.58,"Green",1,0
1,159395.7219,600.38,1,3,1.26,"3.11",5.67,"Green",1,1
0,275140.2195,853.27,1,3,1.48,"1.89",3.9,"Yellow",1,0
0,106660.6252,657.43,1.916210983,2,3.11,"5.35",3.55,"Red",2,0
1,188684.9683,550,2.019106439,1,1.89,"1.66",8.52,"White",1,0
0,197207.6826,762.42,1,4,1.51,"1.64",9.23,"White",1,0
0,243042.0806,658.32,1.192712947,3,1.42,"6.1",6.52,"Yellow",2,1
0,127143.9214,643.83,1.016456158,2,1.75,"2.38",1.28,"Green",1,0
0,240418.5569,1478.75,1.477484431,3,1.07,"4.56",1.99,"Yellow",1,0
0,182818.7408,550,1,3,1.06,"4.55",8.44,"Yellow",1,0
0,226312.606,830.87,1,3,2.02,"6.66",10,"White",2,0
0,108316.6944,550,2.081040197,3,1.19,"1.38",0.84,"Blue",1,0
0,104515.8155,550,1,4,2.57,"4.17",4.04,"Blue",1,0
0,245986.2987,616.19,2.166602488,3,2.08,"6.65",8.83,"Green",1,0
0,176935.0647,1815.46,1,2,1.54,"4.14",6.37,"Green",1,0
1,247180.2754,650.07,1.957075227,3,1.37,"4.43",7.66,"Green",2,0
1,268056.2264,550,3.248966496,3,1.11,"2.16",8.8,"White",1,0
1,253203.9042,554.8,4.239725941,2,1.02,"2.02",0.1,"White",1,0
1,277572.963,770,2.857381496,3,2.02,"4.03",3.12,"Blue",1,1
1,261273.8014,1505.35,1,4,0.82,"3.78",7.33,"Blue",1,0
0,111416.3788,550,1.356135228,3,1.79,"3.34",5.76,"White",2,0
0,255864.0649,1373.91,1,3,2.16,"5.3",10,"Green",2,1
0,205937.7401,550,2.108503016,4,0.66,"5.38",7.18,"Green",1,0
0,192402.0638,1055.93,1,3,0.89,"2.51",0.61,"Green",3,0
1,177071.275,550,1.056415847,1,1.13,"1.93",6.75,"White",2,0
0,244610.7551,1105.77,2.187172612,2,1.28,"1.15",1.3,"Green",1,0
0,251783.8961,1332.75,1,2,1.16,"5.55",9.77,"Red",1,0
0,129689.9637,561.66,1,2,1.82,"2.48",10,"Yellow",1,1
0,154400.7525,550,1.663165709,3,1.43,"6.23",5.24,"Blue",1,0
0,156162.9293,1039.41,1.197140971,2,0.7,"3.74",2.3,"White",2,0
0,195818.9389,550,2.919600816,2,1.25,"3.19",6.6,"Yellow",1,0
1,126944.0027,930.07,1.141800113,1,1.19,"3.45",4.51,"Green",1,0
0,140612.4978,652.83,2.222200148,2,1.12,"3.16",6.13,"Green",2,0
0,256747.0528,1376.19,1.50603517,3,1.26,"5.26",4.05,"Blue",1,0
1,162039.485,746.7,1.736844856,3,1.73,"3.33",3.43,"Green",1,0
0,106751.7007,550,1.000603592,2,1.74,"6.07",5.46,"Yellow",1,0
1,219833.9251,550,1,2,1.55,"4.81",5.37,"Blue",2,0
0,183257.9263,1067.69,1,3,0.92,"2.27",0.83,"Green",1,0
1,195361.7896,550,1,2,2.57,"4.23",3.91,"Red",1,0
0,110779.6411,550,1.007111348,3,1.01,"4.15",1.86,"White",1,0
0,267004.1506,655.08,1.751821196,3,1.02,"2.29",6.61,"Red",1,0
0,217832.0938,643.37,2.195860274,3,1.5,"4.13",2.7,"White",2,0
0,179713.0449,550,1.104789414,3,1.4,"0.61",4.7,"Blue",1,0
0,274219.2224,550,1.61733507,4,1.3,"2.91",0.71,"Green",1,0
1,127357.2851,907.36,1,2,1.39,"2.23",7.96,"Green",1,0
0,104344.7093,550,1.082951551,3,1.97,"5.3",3.34,"Yellow",1,0
0,277825.5958,772.24,2.352667277,4,0.86,"5.22",4.51,"White",1,0
0,200617.6149,783.15,3.140983478,2,1.46,"5.11",4.08,"Red",1,0
1,226085.6429,847.5,1.768158493,3,0.75,"3.17",7.75,"Yellow",1,0
0,252241.3202,550,2.836823214,2,1.06,"2.66",9.23,"Green",1,0
1,142295.662,550,1,3,1.03,"2.59",4.92,"Yellow",1,1
0,103906.7701,550,1.311680451,3,1.48,"3.48",8.47,"Yellow",1,1
0,165832.1784,550,1.053248886,4,0.77,"2.77",6.26,"Red",1,1
1,108928.2486,550,1,3,2.06,"2.2",1.51,"White",1,1
0,160568.0355,853.13,2.897488978,1,1.12,"1.74",3.03,"Red",1,0
1,268454.0863,915.44,1.812798787,3,1.58,"2.97",4.07,"Yellow",1,0
1,107024.1718,550,2.351374466,2,1.77,"2.88",2.88,"Blue",1,0
0,129388.2699,550,1.931124937,2,3.19,"2.42",3.63,"Red",1,0
0,117918.5277,550,1.701678949,3,1.75,"4.51",9.82,"Blue",2,0
0,117301.2525,836.51,1.455245186,3,1.67,"2.92",5.59,"White",1,0
0,108952.4699,813.45,1,2,1.41,"4.08",9.96,"Green",1,0
0,122016.6518,1033.74,1,2,1.93,"3.96",9.54,"Green",1,1
0,203620.63,1112.78,1.111367845,3,1.23,"5.13",6.55,"Red",1,0
0,173809.6441,1125.06,2.723276355,1,1.75,"3.53",5.31,"Blue",1,1
1,244662.9562,1840.34,2.703298937,1,1.48,"5.08",8.94,"White",2,0
0,191718.172,651.05,1.137989506,4,1.61,"3.13",1.06,"Yellow",1,0
0,216370.6087,907.67,1.491771879,3,1.59,"6.64",9.01,"Yellow",1,0
0,248188.2014,550,1,4,2.61,"5.92",5.8,"Yellow",1,0
0,224232.9026,550,1.557731277,3,1.35,"3.36",1.38,"White",1,0
1,225360.6897,1435.76,1.379788468,3,0.8,"1.5",8.7,"Green",2,1
0,160035.8175,1092.71,2.104814639,1,1.58,"3.39",8.13,"Red",1,0
0,140335.5584,550,1,1,1.33,"4.5",10,"Yellow",1,0
0,123962.704,654.74,2.025026466,1,2.22,"1.94",1.52,"Green",1,0
0,191458.4188,550,1.102815031,4,0.57,"3.02",2.21,"Red",1,0
0,167114.0659,1210.49,1,1,0.64,"2.5",4.56,"White",1,1
0,141906.3328,550,1,3,1.58,"3.92",7.3,"Red",1,0
1,138761.6006,550,1.274580442,3,1.3,"1.89",7.22,"White",1,0
1,106858.1898,550,1,3,1.51,"1.65",9.59,"Red",1,0
1,255230.9738,724.62,2.944334063,3,1.26,"7.25",8.2,"White",2,0
0,278155.1053,550,2.008523075,3,2.25,"4.8",0.04,"White",1,0
0,200331.3534,1575.36,1.391797704,2,1.38,"6.16",4.51,"White",1,0
0,107491.6315,935.74,3.45043467,1,2.3,"0.45",0.19,"Blue",2,0
0,237929.7921,550,1.485018179,3,1.96,"5.68",6.58,"Blue",2,1
1,277525.919,695.15,3.863971366,2,1.45,"3.5",2.94,"Green",1,0
0,266314.2278,1942.55,1.158213458,3,1.65,"6.71",7.76,"White",1,1
0,161039.2134,956.98,1.565269775,2,1.32,"2.5",8.39,"White",1,0
0,194376.8764,1036.32,2.218187131,2,1.83,"2.81",8.03,"White",1,0
1,252574.0625,1689.01,1.285504424,3,1.38,"5.85",5.91,"Red",1,1
0,255525.2587,1074.67,2.188237447,3,1.36,"3.85",5,"Green",2,0
0,191026.5823,710.7,1,4,1.83,"5.61",4.39,"White",2,0
1,163575.4804,550,1.106915186,3,1.88,"2.42",4.63,"Green",1,1
0,119443.0763,1329.87,1.265437832,2,2.36,"6.29",5.97,"Blue",1,0
1,177240.2426,675.85,1,3,1.16,"3.96",6.73,"Yellow",2,0
0,205354.9456,1037.16,1.980303825,2,1.5,"3.44",5.54,"Yellow",2,0
0,171747.0522,550,3.516063992,3,0.72,"2.83",4.6,"Blue",1,0
0,158445.3716,550,1.572007663,3,1.29,"3.5",4.63,"Green",1,0
1,193488.1005,816.16,1.793404252,2,2.51,"4.26",6.5,"Yellow",1,0
1,119365.209,550,2.897126928,3,1.25,"2.12",1.83,"White",1,0
1,129930.7731,550,2.195009864,2,0.85,"5.55",3.79,"Red",1,0
1,249026.8006,1297.69,2.896392177,2,1.17,"3.54",6.35,"Yellow",1,0
1,105336.1581,626.96,1,3,1.41,"4.41",6.56,"Red",1,0
